household_id,camp_name,family_size,head_gender,head_age_group,food_insecurity_score,shelter_damage_score,chronic_disease_present,vulnerability_index
HH_05554,Camp Beta,1,Female,26-35,0.54,0.38,0,0.34
HH_05555,Camp Alpha,9,Male,18-25,0.9,0.27,0,0.53
HH_05556,Camp Beta,5,Male,18-25,0.31,0.65,0,0.37
HH_05557,Camp Gamma,2,Female,36-50,0.36,0.41,1,0.49
HH_05558,Camp Beta,4,Male,26-35,0.15,0.58,0,0.27
HH_05559,Camp Gamma,7,Female,36-50,0.11,0.52,0,0.27
HH_05560,Camp Gamma,6,Female,26-35,0.17,0.35,1,0.43
HH_05561,Camp Alpha,3,Other,51-65,0.72,0.33,0,0.42
HH_05562,Camp Beta,5,Male,26-35,0.32,0.57,0,0.35
HH_05563,Camp Alpha,4,Female,26-35,0.88,0.74,0,0.61
HH_05564,Camp Gamma,2,Female,36-50,0.63,0.81,0,0.52
HH_05565,Camp Beta,1,Male,26-35,0.4,0.79,0,0.41
HH_05566,Camp Alpha,2,Other,36-50,0.76,0.06,0,0.34
HH_05567,Camp Beta,10,Female,26-35,0.43,0.64,0,0.46
HH_05568,Camp Beta,3,Female,36-50,0.5,0.68,0,0.43
HH_05569,Camp Alpha,5,Male,26-35,0.78,0.48,0,0.51
HH_05570,Camp Beta,1,Other,18-25,0.48,0.98,0,0.5
HH_05571,Camp Gamma,9,Female,26-35,0.38,0.78,0,0.48
HH_05572,Camp Alpha,10,Female,51-65,0.68,0.56,0,0.54
HH_05573,Camp Beta,1,Female,36-50,0.25,0.83,0,0.36
HH_05574,Camp Beta,7,Male,36-50,0.07,0.64,0,0.29
HH_05575,Camp Beta,6,Female,26-35,0.25,0.99,0,0.46
HH_05576,Camp Beta,4,Male,36-50,0.2,0.81,0,0.36
HH_05577,Camp Beta,7,Male,26-35,0.49,0.81,0,0.51
HH_05578,Camp Beta,2,Male,65+,0.48,0.89,0,0.48
HH_05579,Camp Gamma,3,Female,36-50,0.42,0.81,0,0.44
HH_05580,Camp Alpha,9,Female,51-65,0.78,0.35,0,0.51
HH_05581,Camp Alpha,9,Male,36-50,0.7,0.42,0,0.5
HH_05582,Camp Beta,10,Female,18-25,0.58,0.78,0,0.57
HH_05583,Camp Gamma,10,Female,26-35,0.67,0.36,0,0.48
HH_05584,Camp Alpha,10,Female,26-35,0.63,0.31,0,0.44
HH_05585,Camp Gamma,10,Male,26-35,0.78,0.35,0,0.52
HH_05586,Camp Beta,4,Male,18-25,0.2,0.93,1,0.6
HH_05587,Camp Alpha,9,Female,65+,0.61,0.14,1,0.58
HH_05588,Camp Beta,2,Female,18-25,0.38,0.94,0,0.45
HH_05589,Camp Beta,7,Male,18-25,0.25,0.69,0,0.38
HH_05590,Camp Gamma,4,Male,36-50,0.35,0.45,0,0.32
HH_05591,Camp Beta,1,Other,26-35,0.54,0.99,1,0.72
HH_05592,Camp Beta,2,Male,26-35,0.45,0.93,0,0.48
HH_05593,Camp Beta,10,Male,26-35,0.56,0.62,1,0.71
HH_05594,Camp Alpha,6,Male,36-50,0.84,0.31,0,0.49
HH_05595,Camp Beta,3,Female,36-50,0.58,0.92,0,0.54
HH_05596,Camp Gamma,9,Female,26-35,0.27,0.51,0,0.35
HH_05597,Camp Gamma,3,Female,36-50,0.48,0.48,1,0.57
HH_05598,Camp Beta,9,Female,51-65,0.6,0.72,1,0.75
HH_05599,Camp Gamma,2,Female,26-35,0.67,0.58,1,0.66
HH_05600,Camp Gamma,7,Female,26-35,0.12,0.7,0,0.33
HH_05601,Camp Alpha,5,Male,18-25,0.87,0.74,0,0.62
HH_05602,Camp Gamma,10,Female,65+,0.67,0.14,0,0.41
HH_05603,Camp Gamma,7,Other,51-65,0.88,0.61,0,0.6
HH_05604,Camp Beta,2,Female,36-50,0.37,0.88,1,0.63
HH_05605,Camp Gamma,1,Female,26-35,0.46,0.47,0,0.34
HH_05606,Camp Beta,6,Female,51-65,0.32,0.58,0,0.36
HH_05607,Camp Beta,3,Male,26-35,0.35,0.51,0,0.32
HH_05608,Camp Beta,6,Male,26-35,0.56,0.83,0,0.53
HH_05609,Camp Beta,1,Female,18-25,0.29,0.79,0,0.36
HH_05610,Camp Alpha,2,Male,36-50,0.77,0.25,0,0.4
HH_05611,Camp Alpha,8,Female,26-35,0.68,0.11,0,0.39
HH_05612,Camp Alpha,7,Female,26-35,0.81,0.13,0,0.43
HH_05613,Camp Beta,4,Other,26-35,0.32,0.84,0,0.42
HH_05614,Camp Alpha,1,Female,26-35,0.75,0.29,0,0.4
HH_05615,Camp Gamma,4,Female,26-35,0.21,0.45,0,0.26
HH_05616,Camp Gamma,2,Male,26-35,0.31,0.14,0,0.19
HH_05617,Camp Alpha,4,Male,26-35,0.76,0.51,0,0.5
HH_05618,Camp Gamma,9,Female,18-25,0.23,0.94,1,0.66
HH_05619,Camp Beta,8,Female,36-50,0.5,0.58,0,0.45
HH_05620,Camp Gamma,5,Male,26-35,0.69,0.39,0,0.44
HH_05621,Camp Alpha,8,Male,36-50,0.48,0.16,0,0.32
HH_05622,Camp Gamma,9,Female,18-25,0.12,0.47,1,0.48
HH_05623,Camp Gamma,3,Other,65+,0.59,0.6,0,0.45
HH_05624,Camp Alpha,6,Female,26-35,0.87,0.32,0,0.5
HH_05625,Camp Gamma,8,Female,26-35,0.24,0.54,1,0.54
HH_05626,Camp Beta,7,Female,36-50,0.47,0.83,0,0.51
HH_05627,Camp Beta,2,Female,26-35,0.34,0.83,0,0.41
HH_05628,Camp Beta,4,Female,26-35,0.35,0.73,0,0.4
HH_05629,Camp Gamma,4,Male,36-50,0.18,0.33,0,0.21
HH_05630,Camp Alpha,8,Female,18-25,0.77,0.23,0,0.46
HH_05631,Camp Gamma,1,Female,51-65,0.53,0.26,1,0.5
HH_05632,Camp Gamma,3,Female,26-35,0.62,0.68,1,0.68
HH_05633,Camp Alpha,3,Female,26-35,0.94,0.17,0,0.46
HH_05634,Camp Gamma,6,Male,36-50,0.63,0.17,0,0.36
HH_05635,Camp Beta,5,Female,26-35,0.56,0.69,0,0.48
HH_05636,Camp Gamma,10,Female,51-65,0.27,0.49,0,0.35
HH_05637,Camp Alpha,5,Female,26-35,0.37,0.16,0,0.25
HH_05638,Camp Gamma,4,Female,26-35,0.72,0.48,1,0.67
HH_05639,Camp Alpha,5,Female,26-35,0.74,0.24,0,0.42
HH_05640,Camp Beta,9,Female,26-35,0.65,0.93,0,0.63
HH_05641,Camp Alpha,5,Male,18-25,0.38,0.36,1,0.51
HH_05642,Camp Gamma,8,Female,36-50,0.23,0.24,1,0.44
HH_05643,Camp Beta,6,Male,26-35,0.49,0.83,0,0.5
HH_05644,Camp Gamma,2,Male,51-65,0.39,0.75,0,0.4
HH_05645,Camp Gamma,1,Female,18-25,0.55,0.5,0,0.38
HH_05646,Camp Alpha,3,Male,26-35,0.81,0.21,0,0.42
HH_05647,Camp Beta,4,Male,18-25,0.2,0.69,1,0.53
HH_05648,Camp Gamma,9,Male,18-25,0.44,0.3,0,0.36
HH_05649,Camp Alpha,7,Female,26-35,0.8,0.2,0,0.45
HH_05650,Camp Beta,10,Female,36-50,0.3,0.86,1,0.68
HH_05651,Camp Beta,3,Female,18-25,0.32,0.89,0,0.43
HH_05652,Camp Beta,6,Male,26-35,0.21,0.84,0,0.4
HH_05653,Camp Beta,5,Male,26-35,0.11,0.82,1,0.54
HH_05654,Camp Alpha,6,Female,26-35,0.81,0.15,0,0.43
HH_05655,Camp Alpha,5,Female,36-50,0.84,0.64,0,0.58
HH_05656,Camp Gamma,4,Male,51-65,0.54,0.24,0,0.33
HH_05657,Camp Alpha,1,Male,26-35,0.84,0.07,0,0.37
HH_05658,Camp Gamma,3,Female,36-50,0.26,0.35,0,0.24
HH_05659,Camp Alpha,8,Male,26-35,0.43,0.06,0,0.27
HH_05660,Camp Gamma,7,Male,51-65,0.32,0.59,0,0.38
HH_05661,Camp Gamma,8,Female,36-50,0.33,0.23,0,0.28
HH_05662,Camp Beta,5,Male,26-35,0.77,0.78,0,0.59
HH_05663,Camp Gamma,5,Female,26-35,0.37,0.22,1,0.46
HH_05664,Camp Beta,4,Female,51-65,0.19,0.78,0,0.35
HH_05665,Camp Alpha,7,Male,51-65,0.59,0.26,0,0.38
HH_05666,Camp Beta,7,Female,26-35,0.28,0.96,0,0.47
HH_05667,Camp Beta,3,Female,18-25,0.7,0.69,0,0.52
HH_05668,Camp Gamma,4,Female,65+,0.72,0.51,0,0.48
HH_05669,Camp Gamma,2,Female,36-50,0.8,0.25,0,0.42
HH_05670,Camp Gamma,8,Male,36-50,0.39,0.26,1,0.51
HH_05671,Camp Alpha,5,Male,65+,0.73,0.5,1,0.69
HH_05672,Camp Gamma,4,Female,26-35,0.43,0.22,0,0.28
HH_05673,Camp Gamma,8,Male,18-25,0.37,0.27,1,0.51
HH_05674,Camp Alpha,2,Female,26-35,0.74,0.19,0,0.37
HH_05675,Camp Alpha,3,Other,65+,0.52,0.25,0,0.31
HH_05676,Camp Gamma,8,Male,18-25,0.58,0.54,0,0.47
HH_05677,Camp Gamma,2,Male,26-35,0.51,0.23,0,0.29
HH_05678,Camp Beta,4,Female,26-35,0.52,0.72,0,0.46
HH_05679,Camp Gamma,3,Male,51-65,0.15,0.2,1,0.35
HH_05680,Camp Gamma,8,Other,18-25,0.12,0.4,0,0.25
HH_05681,Camp Beta,7,Female,26-35,0.32,0.73,0,0.42
HH_05682,Camp Alpha,9,Female,26-35,0.78,0.14,0,0.44
HH_05683,Camp Alpha,3,Female,36-50,0.82,0.26,1,0.64
HH_05684,Camp Gamma,1,Male,26-35,0.16,0.59,0,0.25
HH_05685,Camp Gamma,9,Female,65+,0.69,0.86,1,0.82
HH_05686,Camp Alpha,7,Other,51-65,0.48,0.55,0,0.43
HH_05687,Camp Beta,3,Female,36-50,0.39,0.85,0,0.44
HH_05688,Camp Gamma,8,Female,26-35,0.55,0.4,0,0.42
HH_05689,Camp Beta,5,Male,51-65,0.38,0.77,0,0.43
HH_05690,Camp Beta,8,Female,26-35,0.61,0.51,0,0.48
HH_05691,Camp Beta,7,Female,51-65,0.58,0.67,0,0.5
HH_05692,Camp Beta,6,Male,51-65,0.45,0.7,1,0.65
HH_05693,Camp Beta,6,Male,26-35,0.59,0.85,0,0.55
HH_05694,Camp Alpha,7,Male,36-50,0.56,0.22,0,0.36
HH_05695,Camp Alpha,10,Male,18-25,0.73,0.33,0,0.49
HH_05696,Camp Alpha,3,Female,51-65,0.78,0.58,0,0.52
HH_05697,Camp Beta,3,Female,36-50,0.67,0.87,0,0.56
HH_05698,Camp Beta,8,Female,26-35,0.56,0.78,0,0.54
HH_05699,Camp Gamma,7,Other,36-50,0.45,0.78,0,0.48
HH_05700,Camp Beta,4,Female,26-35,0.68,0.91,0,0.59
HH_05701,Camp Alpha,8,Male,36-50,0.65,0.23,0,0.41
HH_05702,Camp Alpha,1,Male,26-35,0.76,0.47,0,0.46
HH_05703,Camp Alpha,2,Female,36-50,0.37,0.45,0,0.3
HH_05704,Camp Beta,4,Male,26-35,0.21,0.6,1,0.5
HH_05705,Camp Alpha,10,Female,26-35,0.43,0.27,0,0.35
HH_05706,Camp Beta,6,Male,26-35,0.44,0.68,0,0.44
HH_05707,Camp Gamma,1,Female,65+,0.19,0.41,1,0.41
HH_05708,Camp Gamma,8,Other,18-25,0.55,0.57,0,0.47
HH_05709,Camp Beta,5,Female,36-50,0.42,0.69,0,0.42
HH_05710,Camp Alpha,5,Male,51-65,0.79,0.22,0,0.43
HH_05711,Camp Beta,2,Male,36-50,0.48,0.27,0,0.29
HH_05712,Camp Alpha,2,Male,36-50,0.44,0.32,1,0.49
HH_05713,Camp Gamma,3,Female,26-35,0.7,0.76,0,0.54
HH_05714,Camp Alpha,7,Female,26-35,0.66,0.07,0,0.36
HH_05715,Camp Gamma,1,Female,26-35,0.05,0.37,1,0.34
HH_05716,Camp Gamma,6,Male,18-25,0.24,0.75,0,0.38
HH_05717,Camp Gamma,3,Other,51-65,0.43,0.4,1,0.52
HH_05718,Camp Gamma,7,Female,51-65,0.74,0.62,1,0.75
HH_05719,Camp Alpha,6,Male,36-50,0.48,0.18,0,0.31
HH_05720,Camp Gamma,7,Female,51-65,0.39,0.74,0,0.45
HH_05721,Camp Gamma,1,Male,26-35,0.82,0.7,0,0.55
HH_05722,Camp Beta,10,Female,26-35,0.49,0.7,0,0.51
HH_05723,Camp Beta,3,Female,36-50,0.67,0.71,0,0.51
HH_05724,Camp Beta,1,Other,36-50,0.67,0.48,1,0.62
HH_05725,Camp Alpha,3,Female,26-35,0.81,0.57,0,0.53
HH_05726,Camp Gamma,8,Male,26-35,0.76,0.17,0,0.44
HH_05727,Camp Alpha,2,Male,51-65,0.6,0.35,1,0.56
HH_05728,Camp Beta,3,Male,26-35,0.64,0.64,0,0.48
HH_05729,Camp Beta,2,Male,26-35,0.59,0.82,0,0.5
HH_05730,Camp Gamma,6,Female,18-25,0.36,0.44,0,0.34
HH_05731,Camp Beta,7,Female,26-35,0.49,0.5,1,0.62
HH_05732,Camp Alpha,4,Female,51-65,0.93,0.52,0,0.57
HH_05733,Camp Gamma,2,Male,26-35,0.22,0.65,0,0.3
HH_05734,Camp Beta,6,Male,36-50,0.55,0.7,0,0.49
HH_05735,Camp Alpha,7,Male,51-65,0.75,0.5,0,0.52
HH_05736,Camp Beta,8,Male,26-35,0.24,0.74,0,0.4
HH_05737,Camp Gamma,8,Male,26-35,0.39,0.77,0,0.47
HH_05738,Camp Alpha,8,Male,51-65,0.78,0.08,0,0.42
HH_05739,Camp Beta,2,Female,51-65,0.11,0.55,0,0.23
HH_05740,Camp Alpha,9,Female,51-65,0.79,0.15,0,0.45
HH_05741,Camp Gamma,10,Female,26-35,0.46,0.57,0,0.45
HH_05742,Camp Beta,5,Male,26-35,0.51,0.93,0,0.53
HH_05743,Camp Gamma,6,Female,36-50,0.28,0.26,1,0.45
HH_05744,Camp Alpha,4,Male,26-35,0.69,0.05,1,0.53
HH_05745,Camp Gamma,7,Female,18-25,0.77,0.74,0,0.6
HH_05746,Camp Beta,4,Male,26-35,0.66,0.81,0,0.55
HH_05747,Camp Alpha,5,Male,26-35,0.28,0.18,0,0.22
HH_05748,Camp Alpha,10,Male,18-25,0.16,0.43,0,0.29
HH_05749,Camp Alpha,10,Female,51-65,0.79,0.51,1,0.77
HH_05750,Camp Gamma,5,Male,51-65,0.67,0.37,1,0.63
HH_05751,Camp Alpha,1,Female,18-25,0.64,0.28,0,0.35
HH_05752,Camp Alpha,5,Female,51-65,0.76,0.17,0,0.41
HH_05753,Camp Gamma,3,Male,36-50,0.07,0.45,0,0.19
HH_05754,Camp Gamma,7,Male,18-25,0.42,0.73,1,0.66
HH_05755,Camp Alpha,9,Female,36-50,0.55,0.23,0,0.38
HH_05756,Camp Gamma,9,Male,36-50,0.59,0.33,0,0.42
HH_05757,Camp Beta,10,Male,36-50,0.34,0.84,0,0.49
HH_05758,Camp Alpha,4,Female,26-35,0.32,0.16,0,0.22
HH_05759,Camp Gamma,4,Male,18-25,0.37,0.75,1,0.61
HH_05760,Camp Beta,7,Female,18-25,0.17,0.79,0,0.38
HH_05761,Camp Alpha,4,Female,36-50,0.48,0.1,0,0.26
HH_05762,Camp Alpha,7,Female,26-35,0.61,0.14,0,0.36
HH_05763,Camp Gamma,3,Female,18-25,0.32,0.38,1,0.47
HH_05764,Camp Gamma,7,Male,26-35,0.29,0.46,0,0.32
HH_05765,Camp Beta,1,Female,36-50,0.25,0.95,0,0.4
HH_05766,Camp Alpha,5,Female,51-65,0.55,0.15,1,0.52
HH_05767,Camp Beta,8,Female,36-50,0.34,0.83,0,0.47
HH_05768,Camp Gamma,4,Male,36-50,0.43,0.68,0,0.42
HH_05769,Camp Gamma,10,Female,26-35,0.49,0.61,1,0.68
HH_05770,Camp Beta,7,Male,18-25,0.63,0.57,0,0.49
HH_05771,Camp Gamma,10,Male,36-50,0.18,0.35,0,0.28
HH_05772,Camp Alpha,2,Male,26-35,0.74,0.19,0,0.37
HH_05773,Camp Beta,3,Male,26-35,0.41,0.81,0,0.44
HH_05774,Camp Alpha,9,Male,36-50,0.76,0.25,0,0.47
HH_05775,Camp Beta,1,Male,51-65,0.44,0.77,0,0.42
HH_05776,Camp Gamma,6,Female,36-50,0.78,0.42,0,0.5
HH_05777,Camp Gamma,2,Female,65+,0.62,0.37,0,0.38
HH_05778,Camp Gamma,3,Female,36-50,0.28,0.58,0,0.32
HH_05779,Camp Alpha,8,Male,36-50,0.82,0.26,1,0.69
HH_05780,Camp Gamma,3,Female,51-65,0.21,0.4,0,0.23
HH_05781,Camp Gamma,7,Male,36-50,0.47,0.39,1,0.57
HH_05782,Camp Alpha,9,Female,26-35,0.34,0.27,0,0.31
HH_05783,Camp Gamma,5,Female,26-35,0.06,0.35,1,0.38
HH_05784,Camp Alpha,4,Male,36-50,0.91,0.4,0,0.52
HH_05785,Camp Beta,2,Male,36-50,0.24,0.84,1,0.57
HH_05786,Camp Beta,7,Female,36-50,0.74,0.76,0,0.59
HH_05787,Camp Beta,3,Male,18-25,0.34,0.69,0,0.37
HH_05788,Camp Gamma,10,Female,65+,0.47,0.35,1,0.59
HH_05789,Camp Gamma,3,Male,18-25,0.06,0.7,0,0.26
HH_05790,Camp Alpha,4,Other,51-65,0.88,0.24,0,0.46
HH_05791,Camp Beta,7,Female,51-65,0.59,0.59,1,0.68
HH_05792,Camp Beta,5,Male,26-35,0.14,0.87,0,0.37
HH_05793,Camp Alpha,7,Male,26-35,0.82,0.26,0,0.48
HH_05794,Camp Alpha,2,Female,26-35,0.83,0.4,0,0.47
HH_05795,Camp Alpha,2,Female,36-50,0.71,0.39,0,0.42
HH_05796,Camp Alpha,8,Male,36-50,0.91,0.39,0,0.56
HH_05797,Camp Beta,1,Other,26-35,0.42,0.92,1,0.65
HH_05798,Camp Gamma,3,Female,36-50,0.75,0.56,0,0.5
HH_05799,Camp Gamma,5,Female,36-50,0.24,0.78,0,0.38
HH_05800,Camp Alpha,2,Female,26-35,0.58,0.09,0,0.28
HH_05801,Camp Beta,8,Female,26-35,0.46,0.98,0,0.56
HH_05802,Camp Alpha,10,Male,26-35,0.6,0.45,0,0.47
HH_05803,Camp Alpha,5,Female,26-35,0.94,0.24,0,0.5
HH_05804,Camp Gamma,2,Female,36-50,0.64,0.48,0,0.42
HH_05805,Camp Beta,1,Female,18-25,0.26,0.73,0,0.33
HH_05806,Camp Beta,10,Female,36-50,0.63,0.76,0,0.58
HH_05807,Camp Beta,1,Female,36-50,0.2,0.9,1,0.56
HH_05808,Camp Beta,4,Male,36-50,0.45,0.72,0,0.44
HH_05809,Camp Alpha,7,Female,36-50,0.72,0.06,0,0.38
HH_05810,Camp Alpha,7,Female,26-35,0.91,0.29,0,0.52
HH_05811,Camp Alpha,1,Male,26-35,0.78,0.1,0,0.35
HH_05812,Camp Alpha,8,Female,26-35,0.78,0.47,0,0.53
HH_05813,Camp Gamma,7,Female,18-25,0.67,0.94,0,0.62
HH_05814,Camp Gamma,2,Female,26-35,0.51,0.61,0,0.41
HH_05815,Camp Gamma,1,Female,51-65,0.18,0.59,0,0.26
HH_05816,Camp Gamma,9,Other,36-50,0.2,0.15,1,0.42
HH_05817,Camp Gamma,1,Female,26-35,0.14,0.39,0,0.18
HH_05818,Camp Gamma,2,Other,26-35,0.78,0.8,0,0.57
HH_05819,Camp Alpha,10,Female,36-50,0.88,0.07,0,0.47
HH_05820,Camp Alpha,10,Female,26-35,0.67,0.14,0,0.41
HH_05821,Camp Beta,7,Male,36-50,0.43,0.89,0,0.51
HH_05822,Camp Gamma,6,Female,18-25,0.41,0.44,1,0.56
HH_05823,Camp Beta,6,Other,36-50,0.13,0.81,1,0.55
HH_05824,Camp Gamma,4,Female,36-50,0.44,0.59,0,0.39
HH_05825,Camp Gamma,2,Male,26-35,0.49,0.35,1,0.52
HH_05826,Camp Gamma,2,Female,65+,0.48,0.55,1,0.58
HH_05827,Camp Gamma,3,Female,51-65,0.34,0.32,1,0.46
HH_05828,Camp Alpha,10,Female,18-25,0.88,0.26,1,0.73
HH_05829,Camp Gamma,6,Female,26-35,0.27,0.81,0,0.41
HH_05830,Camp Alpha,8,Female,26-35,0.48,0.43,0,0.4
HH_05831,Camp Gamma,4,Female,36-50,0.43,0.37,1,0.52
HH_05832,Camp Alpha,7,Female,36-50,0.69,0.33,0,0.45
HH_05833,Camp Beta,7,Female,18-25,0.44,0.62,0,0.43
HH_05834,Camp Beta,10,Female,65+,0.14,0.65,0,0.35
HH_05835,Camp Gamma,8,Male,26-35,0.51,0.52,1,0.64
HH_05836,Camp Alpha,4,Female,26-35,0.94,0.15,0,0.46
HH_05837,Camp Beta,9,Male,51-65,0.44,0.83,0,0.52
HH_05838,Camp Gamma,10,Female,36-50,0.84,0.26,0,0.51
HH_05839,Camp Gamma,9,Female,26-35,0.57,0.56,0,0.49
HH_05840,Camp Alpha,2,Female,36-50,0.9,0.21,0,0.44
HH_05841,Camp Beta,2,Female,26-35,0.66,0.92,1,0.76
HH_05842,Camp Alpha,10,Female,26-35,0.46,0.19,0,0.34
HH_05843,Camp Gamma,6,Male,26-35,0.17,0.35,1,0.43
HH_05844,Camp Beta,9,Female,36-50,0.64,0.55,1,0.71
HH_05845,Camp Beta,6,Male,36-50,0.32,0.86,1,0.65
HH_05846,Camp Gamma,8,Male,18-25,0.08,0.52,0,0.27
HH_05847,Camp Alpha,2,Female,18-25,0.84,0.32,0,0.45
HH_05848,Camp Alpha,5,Female,36-50,0.74,0.37,1,0.66
HH_05849,Camp Alpha,8,Female,26-35,0.89,0.47,0,0.58
HH_05850,Camp Beta,3,Female,36-50,0.06,0.82,0,0.3
HH_05851,Camp Gamma,2,Female,65+,0.3,0.42,0,0.27
HH_05852,Camp Beta,8,Female,26-35,0.76,0.89,0,0.65
HH_05853,Camp Alpha,1,Female,26-35,0.61,0.28,0,0.34
HH_05854,Camp Gamma,5,Female,51-65,0.49,0.45,0,0.38
HH_05855,Camp Gamma,10,Female,26-35,0.26,0.23,0,0.27
HH_05856,Camp Gamma,5,Female,51-65,0.57,0.43,0,0.41
HH_05857,Camp Alpha,10,Male,36-50,0.64,0.39,1,0.67
HH_05858,Camp Beta,8,Male,18-25,0.37,0.56,0,0.4
HH_05859,Camp Alpha,3,Female,51-65,0.86,0.19,0,0.43
HH_05860,Camp Alpha,5,Male,26-35,0.4,0.39,0,0.33
HH_05861,Camp Beta,7,Female,51-65,0.16,0.83,0,0.38
HH_05862,Camp Beta,1,Other,36-50,0.3,0.98,1,0.62
HH_05863,Camp Alpha,9,Female,26-35,0.62,0.23,0,0.41
HH_05864,Camp Gamma,8,Other,26-35,0.6,0.44,1,0.65
HH_05865,Camp Alpha,9,Female,18-25,0.77,0.07,1,0.62
HH_05866,Camp Alpha,8,Male,65+,0.44,0.5,1,0.61
HH_05867,Camp Alpha,4,Male,36-50,0.78,0.17,0,0.4
HH_05868,Camp Gamma,2,Male,26-35,0.29,0.36,1,0.44
HH_05869,Camp Beta,1,Female,26-35,0.48,0.6,0,0.38
HH_05870,Camp Beta,2,Female,18-25,0.32,0.69,0,0.35
HH_05871,Camp Gamma,4,Male,51-65,0.52,0.83,0,0.5
HH_05872,Camp Alpha,8,Male,26-35,0.52,0.25,1,0.56
HH_05873,Camp Alpha,4,Male,36-50,0.75,0.11,0,0.37
HH_05874,Camp Beta,4,Male,36-50,0.52,0.79,1,0.69
HH_05875,Camp Beta,2,Female,36-50,0.42,0.92,0,0.46
HH_05876,Camp Beta,7,Male,26-35,0.51,0.95,0,0.56
HH_05877,Camp Alpha,9,Female,26-35,0.94,0.32,0,0.56
HH_05878,Camp Beta,1,Female,36-50,0.53,0.92,1,0.7
HH_05879,Camp Alpha,7,Other,36-50,0.92,0.24,0,0.51
HH_05880,Camp Alpha,10,Female,26-35,0.94,0.06,0,0.49
HH_05881,Camp Beta,1,Female,51-65,0.56,0.63,0,0.42
HH_05882,Camp Gamma,1,Female,26-35,0.41,0.67,1,0.57
HH_05883,Camp Beta,7,Female,36-50,0.19,0.48,0,0.29
HH_05884,Camp Alpha,10,Male,18-25,0.72,0.09,0,0.42
HH_05885,Camp Alpha,6,Female,36-50,0.35,0.33,1,0.5
HH_05886,Camp Gamma,3,Male,26-35,0.32,0.68,1,0.56
HH_05887,Camp Gamma,7,Male,36-50,0.39,0.37,0,0.34
HH_05888,Camp Alpha,3,Female,65+,0.79,0.1,0,0.38
HH_05889,Camp Alpha,8,Female,36-50,0.8,0.27,0,0.48
HH_05890,Camp Gamma,4,Female,26-35,0.73,0.49,1,0.68
HH_05891,Camp Beta,4,Other,51-65,0.36,0.65,0,0.38
HH_05892,Camp Alpha,1,Female,26-35,0.85,0.11,0,0.38
HH_05893,Camp Beta,6,Female,26-35,0.26,0.77,1,0.59
HH_05894,Camp Alpha,2,Female,26-35,0.51,0.29,0,0.31
HH_05895,Camp Beta,7,Male,18-25,0.2,0.57,0,0.32
HH_05896,Camp Gamma,3,Male,36-50,0.69,0.14,0,0.35
HH_05897,Camp Alpha,1,Female,18-25,0.71,0.45,0,0.43
HH_05898,Camp Beta,8,Female,26-35,0.34,0.9,0,0.49
HH_05899,Camp Gamma,4,Female,36-50,0.43,0.47,0,0.35
HH_05900,Camp Gamma,4,Female,18-25,0.39,0.4,0,0.32
HH_05901,Camp Gamma,10,Male,18-25,0.27,0.42,1,0.53
HH_05902,Camp Alpha,4,Male,36-50,0.85,0.22,0,0.45
HH_05903,Camp Beta,7,Male,36-50,0.7,0.54,1,0.71
HH_05904,Camp Alpha,8,Female,65+,0.89,0.14,0,0.48
HH_05905,Camp Alpha,9,Male,26-35,0.66,0.28,1,0.64
HH_05906,Camp Gamma,2,Female,36-50,0.58,0.52,0,0.41
HH_05907,Camp Gamma,7,Male,26-35,0.08,0.56,1,0.47
HH_05908,Camp Alpha,1,Female,36-50,0.58,0.31,1,0.53
HH_05909,Camp Alpha,2,Female,18-25,0.65,0.36,0,0.39
HH_05910,Camp Alpha,3,Female,36-50,0.74,0.23,0,0.4
HH_05911,Camp Gamma,6,Female,26-35,0.73,0.24,0,0.42
HH_05912,Camp Gamma,10,Male,51-65,0.44,0.25,1,0.55
HH_05913,Camp Beta,1,Male,26-35,0.43,0.77,1,0.61
HH_05914,Camp Beta,5,Male,26-35,0.37,0.64,0,0.39
HH_05915,Camp Beta,5,Female,26-35,0.37,0.42,0,0.32
HH_05916,Camp Alpha,9,Male,26-35,0.83,0.2,0,0.48
HH_05917,Camp Gamma,9,Female,36-50,0.72,0.83,0,0.63
HH_05918,Camp Gamma,8,Female,36-50,0.39,0.78,0,0.47
HH_05919,Camp Gamma,4,Male,36-50,0.34,0.34,1,0.48
HH_05920,Camp Beta,7,Female,36-50,0.41,0.74,0,0.46
HH_05921,Camp Gamma,6,Female,36-50,0.25,0.61,1,0.54
HH_05922,Camp Beta,7,Male,26-35,0.5,0.98,0,0.56
HH_05923,Camp Beta,6,Female,26-35,0.41,0.46,0,0.36
HH_05924,Camp Beta,5,Female,18-25,0.69,0.97,0,0.62
HH_05925,Camp Alpha,6,Male,26-35,0.8,0.4,0,0.5
HH_05926,Camp Gamma,9,Other,26-35,0.65,0.28,1,0.63
HH_05927,Camp Alpha,6,Female,36-50,0.89,0.12,0,0.45
HH_05928,Camp Beta,9,Male,36-50,0.54,0.73,0,0.53
HH_05929,Camp Beta,10,Female,65+,0.31,0.91,0,0.5
HH_05930,Camp Alpha,5,Female,36-50,0.86,0.63,0,0.58
HH_05931,Camp Gamma,2,Male,36-50,0.28,0.53,0,0.29
HH_05932,Camp Gamma,3,Female,26-35,0.46,0.76,0,0.44
HH_05933,Camp Gamma,5,Female,36-50,0.43,0.72,1,0.64
